epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
257,9290.11,0.68258,0.43325,0.97883,0.92321,0.88962,0.93742,0.71068,0.85965,0.47535,1.03352,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
258,9326.85,0.69662,0.43639,0.98827,0.92501,0.88746,0.937,0.71014,0.86016,0.47675,1.03372,0.0109178,0.00363925,0.0109178,0.00363925,0.0109178,0.00363925,0.0109178,0.00363925
259,9362.97,0.69781,0.44092,0.98337,0.92599,0.88724,0.93677,0.71094,0.85935,0.47689,1.03373,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
260,9399.33,0.68792,0.43874,0.9761,0.9269,0.88613,0.93712,0.71094,0.85956,0.47844,1.03351,0.0107693,0.00358975,0.0107693,0.00358975,0.0107693,0.00358975,0.0107693,0.00358975
261,9435.47,0.68713,0.43793,0.98692,0.92698,0.88726,0.93688,0.71024,0.85981,0.47838,1.03367,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
262,9471.95,0.67653,0.43041,0.97325,0.93786,0.87667,0.93689,0.71086,0.85912,0.47916,1.03364,0.0106207,0.00354025,0.0106207,0.00354025,0.0106207,0.00354025,0.0106207,0.00354025
263,9508.57,0.67115,0.42339,0.97459,0.93059,0.88183,0.93751,0.71035,0.85963,0.47882,1.03443,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
264,9545.32,0.67065,0.42816,0.9692,0.92776,0.88429,0.93726,0.70893,0.85877,0.47973,1.03389,0.0104723,0.00349075,0.0104723,0.00349075,0.0104723,0.00349075,0.0104723,0.00349075
265,9582.03,0.67938,0.42718,0.97867,0.93068,0.88315,0.93737,0.70969,0.85924,0.47968,1.03434,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
266,9618.71,0.68805,0.4288,0.97848,0.93753,0.87917,0.93797,0.71035,0.85887,0.47945,1.03438,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125,0.0103237,0.00344125
267,9655.27,0.68011,0.42845,0.97769,0.93643,0.8781,0.93796,0.70962,0.85869,0.47938,1.0346,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
268,9691.74,0.66884,0.42577,0.97411,0.93363,0.8777,0.93849,0.7105,0.85852,0.47903,1.03485,0.0101753,0.00339175,0.0101753,0.00339175,0.0101753,0.00339175,0.0101753,0.00339175
269,9728.12,0.66325,0.41812,0.96689,0.92505,0.88791,0.93821,0.71067,0.85818,0.47909,1.03464,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
270,9764.88,0.65975,0.41734,0.96791,0.92223,0.89414,0.93806,0.70996,0.85822,0.47886,1.0343,0.0100267,0.00334225,0.0100267,0.00334225,0.0100267,0.00334225,0.0100267,0.00334225
271,9801.13,0.67003,0.42386,0.9737,0.92189,0.89311,0.93795,0.70963,0.85817,0.47927,1.03481,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
272,9838.41,0.67583,0.42373,0.97313,0.9221,0.89311,0.93792,0.70862,0.8581,0.48115,1.03428,0.00987825,0.00329275,0.00987825,0.00329275,0.00987825,0.00329275,0.00987825,0.00329275
273,9875.05,0.66348,0.42188,0.9673,0.92348,0.89304,0.938,0.70934,0.85721,0.48184,1.03406,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
274,9911.79,0.66175,0.41767,0.97038,0.92336,0.89152,0.93418,0.70906,0.85699,0.48122,1.03421,0.00972975,0.00324325,0.00972975,0.00324325,0.00972975,0.00324325,0.00972975,0.00324325
275,9948.29,0.65986,0.41798,0.968,0.92538,0.89217,0.93453,0.70925,0.8565,0.48177,1.03405,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
276,9985.23,0.66614,0.41873,0.97216,0.92258,0.89414,0.9381,0.70951,0.85643,0.4831,1.03379,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375,0.00958125,0.00319375
277,10021.5,0.65885,0.42355,0.97112,0.92216,0.89311,0.93831,0.70931,0.85625,0.48347,1.03375,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
